dt_time,ws,wd
03-03-2024 08:42:00,1.48,129.1
03-03-2024 08:43:00,0.51,164.7
03-03-2024 08:44:00,0.96,346.4
03-03-2024 08:45:00,0.56,113.1
03-03-2024 08:46:00,0.16,340.1
03-03-2024 08:47:00,1.43,48.4
03-03-2024 08:48:00,0.69,229.8
03-03-2024 08:49:00,1.25,350
03-03-2024 08:50:00,0.83,20.4
03-03-2024 08:51:00,2.48,342.1
03-03-2024 08:52:00,2.06,333.8
03-03-2024 08:53:00,0.07,292.9
03-03-2024 08:54:00,1.45,324.6
03-03-2024 08:55:00,4.59,348.6
03-03-2024 08:56:00,2.64,353.1
03-03-2024 08:57:00,0.98,290.7
03-03-2024 08:58:00,0.74,237.5
03-03-2024 08:59:00,0.43,322.7
03-03-2024 09:00:00,0.85,275.1
03-03-2024 09:01:00,1.32,358.7
03-03-2024 09:02:00,0.47,153.7
03-03-2024 09:03:00,3.18,340.4
03-03-2024 09:04:00,1.05,358.9
03-03-2024 09:05:00,1.43,93.7
03-03-2024 09:06:00,1.34,333.5
03-03-2024 09:07:00,0.54,267.5
03-03-2024 09:08:00,0.98,61.9
03-03-2024 09:09:00,0.38,5
03-03-2024 09:10:00,0.18,44
03-03-2024 09:11:00,0.16,283.2
03-03-2024 09:12:00,0.43,286.3
03-03-2024 09:13:00,1.28,1.7
03-03-2024 09:14:00,1.86,60.9
03-03-2024 09:15:00,1.1,35
03-03-2024 09:16:00,1.14,22.4
03-03-2024 09:17:00,0.98,293.2
03-03-2024 09:18:00,1.14,231.8
03-03-2024 09:19:00,1.45,228.7
03-03-2024 09:20:00,1.61,127.8
03-03-2024 09:21:00,2.33,156.2
03-03-2024 09:22:00,1.03,14.4
03-03-2024 09:23:00,1.83,115.4
03-03-2024 09:24:00,2.15,85
03-03-2024 09:25:00,0.67,50.5
03-03-2024 09:26:00,2.37,325.4
03-03-2024 09:27:00,0.96,344.8
03-03-2024 09:28:00,0.18,271.8
03-03-2024 09:29:00,2.95,329.7
03-03-2024 09:30:00,0.72,25.3
03-03-2024 09:31:00,1.97,356
03-03-2024 09:32:00,0.67,341.9
03-03-2024 09:33:00,1.83,328.8
03-03-2024 09:34:00,0.02,84.3
03-03-2024 09:35:00,2.13,45.2
03-03-2024 09:36:00,3.02,352.6
03-03-2024 09:37:00,1.79,86.6
03-03-2024 09:38:00,2.91,156.2
03-03-2024 09:39:00,1.68,312.8
03-03-2024 09:40:00,0.58,15.4
03-03-2024 09:41:00,0.96,204.8
03-03-2024 09:42:00,1.01,259.5
03-03-2024 09:43:00,0.72,256.1
03-03-2024 09:44:00,0.25,265.5
03-03-2024 09:45:00,0.67,208.6
03-03-2024 09:46:00,0.2,183.4
03-03-2024 09:47:00,0.85,22.1
03-03-2024 09:48:00,1.36,293.5
03-03-2024 09:49:00,1.3,291.8
03-03-2024 09:50:00,1.05,315.8
03-03-2024 09:51:00,0.89,234.9
03-03-2024 09:52:00,0.6,72.8
03-03-2024 09:53:00,0.72,345.3
03-03-2024 09:54:00,0.58,343.9
03-03-2024 09:55:00,0.11,11.9
03-03-2024 09:56:00,0.63,259.3
03-03-2024 09:57:00,0.89,21.8
03-03-2024 09:58:00,1.19,343.4
03-03-2024 09:59:00,2.44,353
03-03-2024 10:00:00,3.51,328.4
03-03-2024 10:01:00,0.6,181.2
03-03-2024 10:02:00,1.59,265.1
03-03-2024 10:03:00,1.03,221.6
03-03-2024 10:04:00,0,244.8
03-03-2024 10:05:00,0.78,160.7
03-03-2024 10:06:00,1.57,163.8
03-03-2024 10:07:00,0.67,195.5
03-03-2024 10:08:00,1.74,155.2
03-03-2024 10:09:00,1.16,132.2
03-03-2024 10:10:00,0.78,126.4
03-03-2024 10:11:00,1.59,240.4
03-03-2024 10:12:00,0.02,294.7
03-03-2024 10:13:00,2.64,113.4
03-03-2024 10:14:00,0.83,131.6
03-03-2024 10:15:00,0.6,152.2
03-03-2024 10:16:00,0.63,276.1
03-03-2024 10:17:00,0.89,21.6
03-03-2024 10:18:00,1.63,340.9
03-03-2024 10:19:00,0.65,210.7
03-03-2024 10:20:00,1.9,201.3
03-03-2024 10:21:00,0.58,255.8
03-03-2024 10:22:00,0.76,183.8
03-03-2024 10:23:00,0.43,213.5
03-03-2024 10:24:00,1.1,93.7
03-03-2024 10:25:00,1.74,299
03-03-2024 10:26:00,1.5,314.9
03-03-2024 10:27:00,3.02,359.3
03-03-2024 10:28:00,2.42,329
03-03-2024 10:29:00,4.74,347.1
03-03-2024 10:30:00,1.61,28.5
03-03-2024 10:31:00,0.65,323.4
03-03-2024 10:32:00,0.4,339.7
03-03-2024 10:33:00,0.69,337.7
03-03-2024 10:34:00,1.03,353.2
03-03-2024 10:35:00,0.25,31.5
03-03-2024 10:36:00,3.58,350
03-03-2024 10:37:00,0.92,272.3
03-03-2024 10:38:00,1.43,344.1
03-03-2024 10:39:00,0.58,335.1
03-03-2024 10:40:00,0.56,74.4
03-03-2024 10:41:00,0.47,229.3
03-03-2024 10:42:00,4.05,322.5
03-03-2024 10:43:00,0.81,22.9
03-03-2024 10:44:00,3.15,339.5
03-03-2024 10:45:00,3.53,313.3
03-03-2024 10:46:00,2.84,319.6
03-03-2024 10:47:00,1.3,236.8
03-03-2024 10:48:00,0.58,269
03-03-2024 10:49:00,2.26,327
03-03-2024 10:50:00,2.46,325.2
03-03-2024 10:51:00,1.43,331.2
03-03-2024 10:52:00,4.9,342.3
03-03-2024 10:53:00,0.94,36.9
03-03-2024 10:54:00,0.38,340.8
03-03-2024 10:55:00,1.3,16.3
03-03-2024 10:56:00,0.43,16.1
03-03-2024 10:57:00,1.36,272.5
03-03-2024 10:58:00,2.21,305.9
03-03-2024 10:59:00,3.02,341.8
03-03-2024 11:00:00,2.37,304.6
03-03-2024 11:01:00,1.74,347.5
03-03-2024 11:02:00,0.92,322.4
03-03-2024 11:03:00,4.81,323.2
03-03-2024 11:04:00,3.6,342.1
03-03-2024 11:05:00,3.11,328.8
03-03-2024 11:06:00,3.18,335.3
03-03-2024 11:07:00,1.39,311.4
03-03-2024 11:08:00,0.58,290.5
03-03-2024 11:09:00,0.27,220.2
03-03-2024 11:10:00,1.39,250.6
03-03-2024 11:11:00,0.89,3.5
03-03-2024 11:12:00,4.38,338.9
03-03-2024 11:13:00,3.94,358.4
03-03-2024 11:14:00,2.04,343.7
03-03-2024 11:15:00,1.86,54.5
03-03-2024 11:16:00,1.01,35.1
03-03-2024 11:17:00,1.19,108.6
03-03-2024 11:18:00,2.64,314.5
03-03-2024 11:19:00,0.63,330.8
03-03-2024 11:20:00,1.68,238.4
03-03-2024 11:21:00,0.81,225.1
03-03-2024 11:22:00,0.89,284.5
03-03-2024 11:23:00,2.21,347.2
03-03-2024 11:24:00,2.82,331.6
03-03-2024 11:25:00,2.48,327.5
03-03-2024 11:26:00,0.65,347.8
03-03-2024 11:27:00,1.97,324.2
03-03-2024 11:28:00,2.01,290.5
03-03-2024 11:29:00,0.4,58.9
03-03-2024 11:30:00,1.5,342.9
03-03-2024 11:31:00,0.89,217.7
03-03-2024 11:32:00,1.9,336.8
03-03-2024 11:33:00,1.68,0
03-03-2024 11:34:00,3.29,352.3
03-03-2024 11:35:00,0.94,328.7
03-03-2024 11:36:00,5.86,345.7
03-03-2024 11:37:00,1.7,62.8
03-03-2024 11:38:00,2.33,333.8
03-03-2024 11:39:00,1.5,331.9
03-03-2024 11:40:00,0.78,308.8
03-03-2024 11:41:00,4.7,338.6
03-03-2024 11:42:00,2.26,356.6
03-03-2024 11:43:00,1.97,6.6
03-03-2024 11:44:00,2.28,89.8
03-03-2024 11:45:00,0.47,267.6
03-03-2024 11:46:00,2.46,334.9
03-03-2024 11:47:00,1.1,221.8
03-03-2024 11:48:00,0,136
03-03-2024 11:49:00,1.43,323.1
03-03-2024 11:50:00,1.3,358.3
03-03-2024 11:51:00,0.89,342.5
03-03-2024 11:52:00,2.46,59.6
03-03-2024 11:53:00,1.9,84.2
03-03-2024 11:54:00,0.98,299.2
03-03-2024 11:55:00,1.07,277.9
03-03-2024 11:56:00,1.66,312.6
03-03-2024 11:57:00,0.83,22.4
03-03-2024 11:58:00,2.66,68.1
03-03-2024 11:59:00,0.31,233.9
03-03-2024 12:00:00,1.43,337.5
03-03-2024 12:01:00,1.77,313.3
03-03-2024 12:02:00,1.97,114.3
03-03-2024 12:03:00,1.12,337.6
03-03-2024 12:04:00,1.88,75
03-03-2024 12:05:00,0.81,254.5
03-03-2024 12:06:00,2.53,357.5
03-03-2024 12:07:00,1.16,313.6
03-03-2024 12:08:00,0.11,50.4
03-03-2024 12:09:00,2.95,317.6
03-03-2024 12:10:00,0.87,274.6
03-03-2024 12:11:00,1.68,327.9
03-03-2024 12:12:00,1.16,278.6
03-03-2024 12:13:00,1.32,239.3
03-03-2024 12:14:00,1.45,239.5
03-03-2024 12:15:00,0.69,248.4
03-03-2024 12:16:00,0.67,268.4
03-03-2024 12:17:00,0.43,310.9
03-03-2024 12:18:00,1.07,43.4
03-03-2024 12:19:00,1.54,68.9
03-03-2024 12:20:00,3.06,2.8
03-03-2024 12:21:00,1.63,233.8
03-03-2024 12:22:00,0.74,145.5
03-03-2024 12:23:00,5.19,352.6
03-03-2024 12:24:00,1.86,341.2
03-03-2024 12:25:00,1.07,94.3
03-03-2024 12:26:00,0.85,350.6
03-03-2024 12:27:00,2.75,56.2
03-03-2024 12:28:00,0.76,303
03-03-2024 12:29:00,1.12,317
03-03-2024 12:30:00,1.03,66.1
03-03-2024 12:31:00,4.3,107.3
03-03-2024 12:32:00,2.84,334.7
03-03-2024 12:33:00,0.83,20
03-03-2024 12:34:00,0.36,112.8
03-03-2024 12:35:00,1.52,16.8
03-03-2024 12:36:00,0.43,82.3
03-03-2024 12:37:00,1.66,342.4
03-03-2024 12:38:00,1.52,10.2
03-03-2024 12:39:00,3.56,351.5
03-03-2024 12:40:00,0.83,306.2
03-03-2024 12:41:00,1.07,342.2
03-03-2024 12:42:00,2.26,205
03-03-2024 12:43:00,0.4,219.4
03-03-2024 12:44:00,0.63,170.7
03-03-2024 12:45:00,2.51,206.5
03-03-2024 12:46:00,2.01,122.7
03-03-2024 12:47:00,0.16,215.2
03-03-2024 12:48:00,2.06,320.8
03-03-2024 12:49:00,2.93,355.5
03-03-2024 12:50:00,1.81,328.3
03-03-2024 12:51:00,3.74,327.7
03-03-2024 12:52:00,0,351.3
03-03-2024 12:53:00,0.54,24
03-03-2024 12:54:00,0.49,142.2
03-03-2024 12:55:00,1.3,349.4
03-03-2024 12:56:00,2.39,90.5
03-03-2024 12:57:00,3.89,310.3
03-03-2024 12:58:00,1.5,10.7
03-03-2024 12:59:00,2.91,5.9
03-03-2024 13:00:00,1.3,31.7
03-03-2024 13:01:00,1.3,253.1
03-03-2024 13:02:00,3.85,123.3
03-03-2024 13:03:00,3.51,130
03-03-2024 13:04:00,3.87,346.5
03-03-2024 13:05:00,6.76,342.5
03-03-2024 13:06:00,1.01,291.3
03-03-2024 13:07:00,1.59,0.6
03-03-2024 13:08:00,0.38,272
03-03-2024 13:09:00,0.76,39.7
03-03-2024 13:10:00,0.47,311.3
03-03-2024 13:11:00,2.44,320.4
03-03-2024 13:12:00,1.81,257.2
03-03-2024 13:13:00,1.77,341.8
03-03-2024 13:14:00,2.37,17.5
03-03-2024 13:15:00,1.48,295
03-03-2024 13:16:00,2.53,134
03-03-2024 13:17:00,2.48,164.5
03-03-2024 13:18:00,2.8,169.7
03-03-2024 13:19:00,1.25,156.7
03-03-2024 13:20:00,0.04,165.4
03-03-2024 13:21:00,0.69,3.5
03-03-2024 13:22:00,0.11,18.9
03-03-2024 13:23:00,0.54,97.6
03-03-2024 13:24:00,1.36,51.5
03-03-2024 13:25:00,3.98,328.4
03-03-2024 13:26:00,1.77,278.5
03-03-2024 13:27:00,2.17,324
03-03-2024 13:28:00,0.58,202.6
03-03-2024 13:29:00,0.72,24.9
03-03-2024 13:30:00,2.48,337.5
03-03-2024 13:31:00,1.68,279.9
03-03-2024 13:32:00,2.17,335.6
03-03-2024 13:33:00,1.72,267
03-03-2024 13:34:00,0.94,266.6
03-03-2024 13:35:00,1.14,339.5
03-03-2024 13:36:00,0.18,175.5
03-03-2024 13:37:00,2.55,347.8
03-03-2024 13:38:00,1.59,116.7
03-03-2024 13:39:00,1.41,44.1
03-03-2024 13:40:00,0.22,97.8
03-03-2024 13:41:00,0.49,62.5
03-03-2024 13:42:00,1.34,331.8
03-03-2024 13:43:00,3.2,330.1
03-03-2024 13:44:00,1.68,302.7
03-03-2024 13:45:00,0,0.2
03-03-2024 13:46:00,2.64,307
03-03-2024 13:47:00,1.36,329.5
03-03-2024 13:48:00,1.36,29.6
03-03-2024 13:49:00,0.04,340.6
03-03-2024 13:50:00,0.09,238.3
03-03-2024 13:51:00,2.57,322.3
03-03-2024 13:52:00,1.14,333.4
03-03-2024 13:53:00,0.78,257.4
03-03-2024 13:54:00,1.14,251.8
03-03-2024 13:55:00,2.15,310.9
03-03-2024 13:56:00,2.15,349.2
03-03-2024 13:57:00,1.92,293.7
03-03-2024 13:58:00,0.98,311.3
03-03-2024 13:59:00,3.04,312.8
03-03-2024 14:00:00,0.58,258.8
03-03-2024 14:01:00,1.05,322
03-03-2024 14:02:00,0.31,340.4
03-03-2024 14:03:00,2.42,283.3
03-03-2024 14:04:00,1.36,316.9
03-03-2024 14:05:00,1.05,16.3
03-03-2024 14:06:00,2.04,321
03-03-2024 14:07:00,3.67,331.6
03-03-2024 14:08:00,1.05,300.9
03-03-2024 14:09:00,1.95,46.3
03-03-2024 14:10:00,4.18,328.2
03-03-2024 14:11:00,4.32,353.7
03-03-2024 14:12:00,0.69,295.3
03-03-2024 14:13:00,2.17,359.1
03-03-2024 14:14:00,4.14,337.6
03-03-2024 14:15:00,2.64,334.9
03-03-2024 14:16:00,1.32,337.9
03-03-2024 14:17:00,2.64,331.6
03-03-2024 14:18:00,0.87,253
03-03-2024 14:19:00,1.1,344.5
03-03-2024 14:20:00,2.48,304.3
03-03-2024 14:21:00,1.77,345.3
03-03-2024 14:22:00,1.63,338.9
03-03-2024 14:23:00,2.93,317.7
03-03-2024 14:24:00,4.54,320.8
03-03-2024 14:25:00,1.23,91.9
03-03-2024 14:26:00,1.01,3.8
03-03-2024 14:27:00,3.96,332.2
03-03-2024 14:28:00,5.1,338.3
03-03-2024 14:29:00,5.48,337.1
03-03-2024 14:30:00,2.82,331
03-03-2024 14:31:00,0.51,192.2
03-03-2024 14:32:00,2.3,18.3
03-03-2024 14:33:00,0.25,276
03-03-2024 14:34:00,0.65,309.4
03-03-2024 14:35:00,3.8,355.2
03-03-2024 14:36:00,2.82,309.2
03-03-2024 14:37:00,4.72,316.3
03-03-2024 14:38:00,1.61,20.6
03-03-2024 14:39:00,2.73,203.4
03-03-2024 14:40:00,2.98,341.8
03-03-2024 14:41:00,1.77,322
03-03-2024 14:42:00,2.39,339.3
03-03-2024 14:43:00,2.86,317.6
03-03-2024 14:44:00,2.1,323.7
03-03-2024 14:45:00,1.39,241.1
03-03-2024 14:46:00,3.62,354.6
03-03-2024 14:47:00,0.31,349.6
03-03-2024 14:48:00,1.07,345.5
03-03-2024 14:49:00,1.5,57.9
03-03-2024 14:50:00,0.83,25.5
03-03-2024 14:51:00,1.12,78
03-03-2024 14:52:00,1.97,340
03-03-2024 14:53:00,0.94,161.8
03-03-2024 14:54:00,3.06,323.9
03-03-2024 14:55:00,1.61,334.6
03-03-2024 14:56:00,1.21,19.6
03-03-2024 14:57:00,0.49,45.6
03-03-2024 14:58:00,3.71,347.4
03-03-2024 14:59:00,2.21,334.9
03-03-2024 15:00:00,1.48,280.2
03-03-2024 15:01:00,2.73,333.4
03-03-2024 15:02:00,1.48,319.6
03-03-2024 15:03:00,1.34,294.9
03-03-2024 15:04:00,1.95,258.3
03-03-2024 15:05:00,0.13,320.6
03-03-2024 15:06:00,0.83,65.1
03-03-2024 15:07:00,5.21,337.8
03-03-2024 15:08:00,1.86,356.7
03-03-2024 15:09:00,1.16,0.5
03-03-2024 15:10:00,0.89,296
03-03-2024 15:11:00,0.87,311.5
03-03-2024 15:12:00,0.81,44
03-03-2024 15:13:00,1.92,45.5
03-03-2024 15:14:00,1.74,106.9
03-03-2024 15:15:00,1.01,26.4
03-03-2024 15:16:00,0.18,346
03-03-2024 15:17:00,0,260.9
03-03-2024 15:18:00,1.03,148.1
03-03-2024 15:19:00,2.57,109.3
03-03-2024 15:20:00,1.52,85.7
03-03-2024 15:21:00,0.85,339.3
03-03-2024 15:22:00,3.27,324.6
03-03-2024 15:23:00,2.08,133.2
03-03-2024 15:24:00,0.45,85
03-03-2024 15:25:00,1.14,55.1
03-03-2024 15:26:00,1.01,137.3
03-03-2024 15:27:00,0.94,60
03-03-2024 15:28:00,1.52,129
03-03-2024 15:29:00,0.56,321
03-03-2024 15:30:00,0.89,129.6
03-03-2024 15:31:00,1.03,22.8
03-03-2024 15:32:00,2.42,125.6
03-03-2024 15:33:00,0,258.4
03-03-2024 15:34:00,0.83,302
03-03-2024 15:35:00,0.76,21.2
03-03-2024 15:36:00,3.56,349.2
03-03-2024 15:37:00,2.75,347.6
03-03-2024 15:38:00,0.2,331.3
03-03-2024 15:39:00,0.69,321.4
03-03-2024 15:40:00,1.79,12
03-03-2024 15:41:00,1.14,357.4
03-03-2024 15:42:00,2.82,359.7
03-03-2024 15:43:00,3.13,347
03-03-2024 15:44:00,1.5,19.5
03-03-2024 15:45:00,1.79,50.9
03-03-2024 15:46:00,0.63,315.8
03-03-2024 15:47:00,1.61,358.3
03-03-2024 15:48:00,0.18,350.5
03-03-2024 15:49:00,1.28,314.5
03-03-2024 15:50:00,0.87,211.2
03-03-2024 15:51:00,1.66,292.4
03-03-2024 15:52:00,1.74,359.1
03-03-2024 15:53:00,2.06,66.3
03-03-2024 15:54:00,1.5,320
03-03-2024 15:55:00,1.16,350.3
03-03-2024 15:56:00,3.6,319.1
03-03-2024 15:57:00,1.7,305.8
03-03-2024 15:58:00,1.88,335.5
03-03-2024 15:59:00,2.24,321.2
03-03-2024 16:00:00,0,7.3
03-03-2024 16:01:00,4.03,9
03-03-2024 16:02:00,2.46,322.2
03-03-2024 16:03:00,0.87,45.1
03-03-2024 16:04:00,2.55,343.6
03-03-2024 16:05:00,3.29,352.1
03-03-2024 16:06:00,0.2,28.7
03-03-2024 16:07:00,3.51,303.7
03-03-2024 16:08:00,2.62,287
03-03-2024 16:09:00,2.84,335.9
03-03-2024 16:10:00,0.85,336.8
03-03-2024 16:11:00,2.77,344.3
03-03-2024 16:12:00,0.92,359.9
03-03-2024 16:13:00,1.88,322.1
03-03-2024 16:14:00,5.17,351.6
03-03-2024 16:15:00,0.89,343.8
03-03-2024 16:16:00,2.01,113.3
03-03-2024 16:17:00,1.7,67
03-03-2024 16:18:00,3.71,344.7
03-03-2024 16:19:00,2.46,324.3
03-03-2024 16:20:00,3.51,316.1
03-03-2024 16:21:00,1.05,322.6
03-03-2024 16:22:00,1.3,288.6
03-03-2024 16:23:00,0.78,320.2
03-03-2024 16:24:00,1.66,225.2
03-03-2024 16:25:00,1.54,261
03-03-2024 16:26:00,2.84,328.5
03-03-2024 16:27:00,4.09,330.3
03-03-2024 16:28:00,3.2,311
03-03-2024 16:29:00,0.18,173.3
03-03-2024 16:30:00,1.45,349.8
03-03-2024 16:31:00,2.1,0
03-03-2024 16:32:00,1.34,248.7
03-03-2024 16:33:00,1.3,0.5
03-03-2024 16:34:00,1.61,325
03-03-2024 16:35:00,0.81,203.7
03-03-2024 16:36:00,0.94,10.3
03-03-2024 16:37:00,6.44,339.4
03-03-2024 16:38:00,2.08,300.9
03-03-2024 16:39:00,1.14,348.5
03-03-2024 16:40:00,0.58,123.9
03-03-2024 16:41:00,2.08,334.3
03-03-2024 16:42:00,2.13,352.2
03-03-2024 16:43:00,1.36,313.4
03-03-2024 16:44:00,1.72,278.3
03-03-2024 16:45:00,0.11,23.1
03-03-2024 16:46:00,1.1,342.6
03-03-2024 16:47:00,0.63,334.4
03-03-2024 16:48:00,1.41,312.5
03-03-2024 16:49:00,0.6,248.4
03-03-2024 16:50:00,0.22,48.2
03-03-2024 16:51:00,0.25,349.1
03-03-2024 16:52:00,2.08,308.7
03-03-2024 16:53:00,2.68,312.6
03-03-2024 16:54:00,1.57,21.5
03-03-2024 16:55:00,0.38,47.1
03-03-2024 16:56:00,0.51,359.3
03-03-2024 16:57:00,2.68,351
03-03-2024 16:58:00,1.79,342.5
03-03-2024 16:59:00,2.08,302.9
03-03-2024 17:00:00,0.74,235.8
03-03-2024 17:01:00,3.49,335.2
03-03-2024 17:02:00,1.25,359
03-03-2024 17:03:00,2.08,338
03-03-2024 17:04:00,2.3,344.4
03-03-2024 17:05:00,1.48,352.4
03-03-2024 17:06:00,4.18,349.3
03-03-2024 17:07:00,3.29,342.7
03-03-2024 17:08:00,1.19,2.6
03-03-2024 17:09:00,2.08,301.1
03-03-2024 17:10:00,0.49,308.1
03-03-2024 17:11:00,1.14,296
03-03-2024 17:12:00,1.57,301.3
03-03-2024 17:13:00,1.63,329.4
03-03-2024 17:14:00,1.5,342.4
03-03-2024 17:15:00,2.77,346.3
03-03-2024 17:16:00,0.49,274
03-03-2024 17:17:00,0.6,257.9
03-03-2024 17:18:00,0.22,302
03-03-2024 17:19:00,1.21,268.4
03-03-2024 17:20:00,0.87,294.8
03-03-2024 17:21:00,0.67,341.8
03-03-2024 17:22:00,0.67,352.2
03-03-2024 17:23:00,0.83,336.3
03-03-2024 17:24:00,0.11,136.6
03-03-2024 17:25:00,2.51,320.6
03-03-2024 17:26:00,2.42,320.7
03-03-2024 17:27:00,0.78,28.2
03-03-2024 17:28:00,1.3,356.3
03-03-2024 17:29:00,0.83,87.1
03-03-2024 17:30:00,0.16,26.8
03-03-2024 17:31:00,0.83,316.7
03-03-2024 17:32:00,1.19,339.1
03-03-2024 17:33:00,0.81,338.1
03-03-2024 17:34:00,1.9,350.9
03-03-2024 17:35:00,0.58,346.8
03-03-2024 17:36:00,0.45,62.6
03-03-2024 17:37:00,0.94,359.5
03-03-2024 17:38:00,3.62,343.1
03-03-2024 17:39:00,1.81,347.6
03-03-2024 17:40:00,2.17,320.4
03-03-2024 17:41:00,1.3,295
03-03-2024 17:42:00,0.22,300.1
03-03-2024 17:43:00,2.62,335
03-03-2024 17:44:00,1.3,293.2
03-03-2024 17:45:00,0.65,5.2
03-03-2024 17:46:00,1.03,297.7
03-03-2024 17:47:00,1.03,332.4
03-03-2024 17:48:00,1.45,355.6
03-03-2024 17:49:00,1.14,14.3
03-03-2024 17:50:00,3.04,343.1
03-03-2024 17:51:00,0.29,9.5
03-03-2024 17:52:00,0.69,357.5
03-03-2024 17:53:00,0.4,60.3
03-03-2024 17:54:00,0.94,310.9
03-03-2024 17:55:00,0.27,6.9
03-03-2024 17:56:00,1.9,342.7
03-03-2024 17:57:00,1.03,343.4
03-03-2024 17:58:00,1.3,349.6
03-03-2024 17:59:00,0.36,270.9
03-03-2024 18:00:00,1.54,325.2
03-03-2024 18:01:00,0.98,353.4
03-03-2024 18:02:00,1.36,331.7
03-03-2024 18:03:00,1.28,345.9
03-03-2024 18:04:00,1.28,302
03-03-2024 18:05:00,0.89,237
03-03-2024 18:06:00,0.29,249.8
03-03-2024 18:07:00,0.4,249.8
03-03-2024 18:08:00,0.58,318.8
03-03-2024 18:09:00,0.4,345
03-03-2024 18:10:00,0.4,345
03-03-2024 18:11:00,0,315.8
03-03-2024 18:12:00,0.18,45.8
03-03-2024 18:13:00,1.23,339.8
03-03-2024 18:14:00,0.92,334.3
03-03-2024 18:15:00,0.63,320.1
03-03-2024 18:16:00,1.05,320.7
03-03-2024 18:17:00,1.01,6.9
03-03-2024 18:18:00,0.94,334.4
03-03-2024 18:19:00,0.72,313.8
03-03-2024 18:20:00,0.74,339.5
03-03-2024 18:21:00,2.06,337.7
03-03-2024 18:22:00,2.17,319.7
03-03-2024 18:23:00,0.27,349.9
03-03-2024 18:24:00,0.11,349.9
03-03-2024 18:25:00,0.69,2.2
03-03-2024 18:26:00,0.49,337.8
03-03-2024 18:27:00,0.4,40
03-03-2024 18:28:00,0.22,288
03-03-2024 18:29:00,0.96,321.5
03-03-2024 18:30:00,1.32,328.7
03-03-2024 18:31:00,1.7,321.6
03-03-2024 18:32:00,0.58,347.3
03-03-2024 18:33:00,0.76,345.3
03-03-2024 18:34:00,1.28,335.6
03-03-2024 18:35:00,0.16,50.1
03-03-2024 18:36:00,0.16,343.9
03-03-2024 18:37:00,0.27,343.9
03-03-2024 18:38:00,0.72,356.9
03-03-2024 18:39:00,1.28,341
03-03-2024 18:40:00,0,344.6
03-03-2024 18:41:00,0,344.6
03-03-2024 18:42:00,1.1,288.9
03-03-2024 18:43:00,1.21,328.5
03-03-2024 18:44:00,1.39,342
03-03-2024 18:45:00,1.19,326.5
03-03-2024 18:46:00,2.19,340.5
03-03-2024 18:47:00,0.67,351.9
03-03-2024 18:48:00,0.67,348.8
03-03-2024 18:49:00,1.61,317.5
03-03-2024 18:50:00,1.14,318.8
03-03-2024 18:51:00,1.21,325
03-03-2024 18:52:00,0.36,318.4
03-03-2024 18:53:00,0.27,318.4
03-03-2024 18:54:00,0.25,318.4
03-03-2024 18:55:00,0.13,245.6
03-03-2024 18:56:00,0,245.6
03-03-2024 18:57:00,0.67,316.3
03-03-2024 18:58:00,0.6,341.3
03-03-2024 18:59:00,0,302.6
03-03-2024 19:00:00,1.07,345.5
03-03-2024 19:01:00,0.63,14.3
03-03-2024 19:02:00,0.2,329.5
03-03-2024 19:03:00,0.54,302.8
03-03-2024 19:04:00,1.21,341
03-03-2024 19:05:00,0.43,345.2
03-03-2024 19:06:00,1.3,320.8
03-03-2024 19:07:00,0.47,330.6
03-03-2024 19:08:00,0.67,311.9
03-03-2024 19:09:00,2.53,308.1
03-03-2024 19:10:00,1.07,192
03-03-2024 19:11:00,0.11,74.1
03-03-2024 19:12:00,1.32,351.7
03-03-2024 19:13:00,0.58,20.2
03-03-2024 19:14:00,1.25,356.2
03-03-2024 19:15:00,0.6,208.8
03-03-2024 19:16:00,0.34,301.2
03-03-2024 19:17:00,1.16,354.8
03-03-2024 19:18:00,0.85,277
03-03-2024 19:19:00,0.56,4.6
03-03-2024 19:20:00,0.92,282.7
03-03-2024 19:21:00,0.22,301.8
03-03-2024 19:22:00,0.27,301.8
03-03-2024 19:23:00,0.29,301.8
03-03-2024 19:24:00,0.56,256.6
03-03-2024 19:25:00,0.22,256.6
03-03-2024 19:26:00,0.6,256.6
03-03-2024 19:27:00,0.36,312
03-03-2024 19:28:00,0.34,344
03-03-2024 19:29:00,0.25,344
03-03-2024 19:30:00,1.99,329.4
03-03-2024 19:31:00,0.09,318.2
03-03-2024 19:32:00,0.07,318.2
03-03-2024 19:33:00,0.67,17.1
03-03-2024 19:34:00,0.18,98.3
03-03-2024 19:35:00,0.63,105.8
03-03-2024 19:36:00,0,163.9
03-03-2024 19:37:00,0.25,202.2
03-03-2024 19:38:00,0.98,306.2
03-03-2024 19:39:00,0.6,182.7
03-03-2024 19:40:00,0.4,236.6
03-03-2024 19:41:00,0.83,256.4
03-03-2024 19:42:00,0.89,314.4
03-03-2024 19:43:00,0.56,343.2
03-03-2024 19:44:00,0,116.2
03-03-2024 19:45:00,0.74,340
03-03-2024 19:46:00,0.83,32.9
03-03-2024 19:47:00,0.81,76.6
03-03-2024 19:48:00,0.43,342.5
03-03-2024 19:49:00,1.1,329.1
03-03-2024 19:50:00,0.25,0.2
03-03-2024 19:51:00,0.45,353.9
03-03-2024 19:52:00,0.49,313.3
03-03-2024 19:53:00,1.21,256.7
03-03-2024 19:54:00,0.54,237.4
03-03-2024 19:55:00,0.25,237.4
